Sydney Albert Robert Badeley,1902  Auckland ,,Auckland,,Right-hand bat,,Wicketkeeper,
Roald Fourie Badenhorst,May 13  1991  Pretoria  South Africa ,26 years 330 days,Central Districts,,Right-hand bat,Right-arm medium-fast,,
Eileen Anne Badham,November 2  1951 ,66 years 157 days,International XI Women ,,,,,
Bert Bailey,date unknown ,,Hawke's Bay,,Right-hand bat,,,
Doreen Bailey,date unknown ,,New Zealand Women ,,,,Sister - ,
Emily Louise Bailey,August 19  1992  Papakura ,25 years 232 days,Northern Districts Women,,Right-hand bat,Right-arm offbreak,,
John Frederick Bailey,October 29  1941  Preston  Lancashire  England ,76 years 161 days,Northern Districts,,Right-hand bat,Right-arm medium,Nephew - ,
Mark David Bailey,November 26  1970  Hamilton  Waikato ,47 years 133 days,New Zealand ,,Right-hand bat,Right-arm medium,Uncle - ,
Garry Raymond Bain,June 9  1946  Dunedin  Otago ,71 years 303 days,,,,,Umpire,
Kenneth Burns Bain,June 22  1882  Dunedin  Otago ,,Canterbury,,,,October 26  1942  Christchurch  Canterbury (aged 60 years 126 days) ,
Wallace Gordon Collingwood Bain,1917 ,,Wellington,,Left-hand bat,,June 17  2005  Auckland (aged 88 years) ,
Terence James Baines,April 15  1934  Lyttelton  Christchurch  Canterbury ,83 years 358 days,,,,,Umpire,
Charles Kenneth Baker,May 7  1947  Christchurch  Canterbury ,70 years 336 days,Canterbury,,Left-hand bat,Slow left-arm orthodox,,
Edward George Huia Baker,1895  Otaki  Wellington ,,Wellington,,,,Brother - ,
Geoffrey Robert Baker,July 30  1970  Invercargill  Southland ,47 years 252 days,Otago ,,Right-hand bat,,Wicketkeeper,
Henry Stephen Baker,December 26  1904  Melbourne  Victoria  Australia ,,Otago,,,,November 7  1926  Dunedin  Otago (aged 21 years 316 days) ,
James Clark Baker,November 13  1866  London  England ,,Otago,,Right-hand bat,,Son - ,
James David Baker,February 16  1988  Tokoroa  Waikato ,30 years 51 days,Northern Districts ,,Right-hand bat,Right-arm medium-fast,,
Lewis Charles Baker,October 7  1920  Dunedin  Otago ,,Otago,,Left-hand bat,,July 12  1997  Dunedin  Otago (aged 76 years 278 days) ,
Murray Philip Baker,April 21  1946  Napier  Hawke's Bay ,71 years 352 days,Central Districts ,,Right-hand bat,Legbreak,,
Paul John Mark Baker,August 19  1968  Hawera  Taranaki ,49 years 232 days,Central Districts,,Right-hand bat,Legbreak,,
Thomas Southey Baker,June 29  1848  Cranbrook  Kent  England ,,Canterbury,,,,June 24  1902 (aged 53 years 360 days) ,
Wiri Aurunui Baker,April 2  1892  Otaki  Wellington ,,Wellington,,Right-hand bat,(unknown arm) slow,Brother - ,
B C Baldwin,date unknown ,,Central Districts,,,,,
Scott Bruce Cameron Baldwin,November 19  1983  Wanganui ,34 years 140 days,New Zealand ,,Right-hand bat,Right-arm medium,,
Thomas Duffus Ball,1865  Auckland ,,Auckland,,,,September 17  1953  Auckland (aged 88 years) ,
L Balmain,date unknown ,,Nelson,,,,,
Haley Ann Banks,November 5  1995  Christchurch  Canterbury ,22 years 154 days,Canterbury Under-21s Women ,,Right-hand bat,Right-arm offbreak,,
John Elliott Banks,May 26  1903  Edmonton  Middlesex  England ,,Wellington,,Right-hand bat,,October 20  1979  Wellington (aged 76 years 147 days) ,
Melissa Jane Banks,November 2  2001  Christchurch  Canterbury ,16 years 157 days,Canterbury Under-21s Women ,,Right-hand bat,Right-arm medium,,
James William Hugh Bannerman,May 20  1887  Ophir  Otago ,,Southland,,,,December 23  1917  France (aged 30 years 217 days) ,
Natalie Ann Bannerman,September 14  1981  Ranfurly  Otago ,36 years 206 days,Otago Women,,Right-hand bat,Right-arm slow-medium,Wicketkeeper,
Wilfred Ellis Bannerman,September 8  1888  Ophir  Otago ,,Otago,,,,February 8  1944  Martinborough  Wellington (aged 55 years 153 days) ,
Richard Trevor Barber,June 23  1925  Otaki  Wellington ,,New Zealand ,,Right-hand bat,,August 7  2015  Christchurch (aged 90 years 45 days) ,
Michael Rowan Harvey Barbour,July 10  1922  Gisborne ,,Northern Districts,,Right-hand bat,Right-arm medium,May 19  2004  Taradale  Hawke's Bay  New Zealand (aged 81 years 314 days) ,
Colin Walter Barclay,January 21  1937  Wellington ,81 years 77 days,Central Districts,,Right-hand bat,Right-arm medium,Father - ,
F Barclay,date unknown ,,Auckland,,,,,
Walter Sinclair Barclay,May 2  1902  Waihola  Otago ,,Wellington,,Right-hand bat,Right-arm offbreak,Son - ,
C Barker,date unknown ,,Canterbury,,,,,
Aaron Craig Barnes,December 21  1971  Turangi  Waikato ,46 years 108 days,Auckland ,,Right-hand bat,Right-arm medium,,
Warren Dale Barnes,May 8  1992  Johannesburg  Transvaal  South Africa ,25 years 335 days,Auckland A ,,Right-hand bat,Right-arm medium-fast,,
William Edward Parker Barnes,1856  Kildare  Victoria  Australia ,,Canterbury,,,,August 19  1897  Christchurch  Canterbury (aged 41 years) ,
WH Barnes,date unknown ,,,,,,Umpire,
Brady James Barnett,November 18  1989  Motueka ,28 years 141 days,Central Districts ,,Right-hand bat,Right-arm offbreak,,
D Barnett,date unknown ,,Nelson,,,,,
Brian Joseph Barrett,November 16  1966  Auckland ,51 years 143 days,Auckland ,,Right-hand bat,Right-arm fast-medium,,
John Stephen Barrett,1877  Christchurch  Canterbury ,,Canterbury,,,,February 19  1931  Christchurch  Canterbury (aged 54 years) ,
Andrew Barron,1881 ,,Canterbury ,,,,August 2  1915  Temuka  Canterbury (aged 34 years) ,
James Runcieman Barron,September 4  1900  Dunedin  Otago ,,Otago,,Right-hand bat,,November 22  1990  Dunedin  Otago (aged 90 years 79 days) ,
Kenneth James Barron,September 8  1939  Invercargill  Southland ,78 years 212 days,,,,,Umpire,
H Barry,date unknown ,,Canterbury,,,,,
Michael J Barry,date unknown ,,Auckland ,,,,,
Robert Deey William Barry,1869  Christchurch  Canterbury ,,Canterbury,,,,January 2  1938  Christchurch  Canterbury (aged 69 years) ,
Robert William Barry,1878  Arakoa  Canterbury ,,Canterbury,,,,December 3  1915  at sea  off Gallipoli  Turkey (aged 37 years) ,
Craig Edward Bartlett,October 9  1975  Nelson  Nelson ,42 years 181 days,Central Districts,,Right-hand bat,Right-arm fast-medium,,
Dean Joseph Bartlett,October 10  1987  Auckland ,30 years 180 days,Auckland ,,Right-hand bat,Right-arm medium-fast,,
Gary Alex Bartlett,February 3  1941  Blenheim  Marlborough ,77 years 64 days,New Zealand ,,Right-hand bat,Right-arm fast,,
Alfred Edwin Barton,1874 ,,Wellington,,,,April 3  1960  Nelson (aged 86 years) ,
Peter Howard Barton,March 28  1941  Gisborne ,77 years 11 days,Northern Districts ,,Left-hand bat,Right-arm medium,Brother - ,
Paul Thomas Barton,October 9  1935  Wellington ,82 years 181 days,New Zealand ,,Right-hand bat,,,
Richard Hugh Barton,November 21  1939  Gisborne ,78 years 138 days,Northern Districts,,Right-hand bat,Right-arm fast-medium,Brother - ,
William Edward Barton,1859  England ,,Auckland,,Right-hand bat,,September 15  1942  Christchurch  Canterbury (aged 83 years) ,
Malorie Ann Bartosh-Short,August 23  1992  Lower Hutt ,25 years 228 days,Central Districts Women,,Right-hand bat,Right-arm medium,,
Jonathon Rhys McCowan Bassett-Graham,November 29  1989  Auckland ,28 years 130 days,Auckland,,Right-hand bat,,Wicketkeeper,
Glenn Charles Bateman,November 30  1955  Christchurch  Canterbury ,62 years 129 days,Canterbury,,Right-hand bat,Right-arm medium,Cousin - ,
Stephen Noel Bateman,January 6  1958  Christchurch  Canterbury ,60 years 92 days,Canterbury,,Right-hand bat,Right-arm medium-fast,Cousin - ,
Albert Edwin Bates,1867  Christchurch  Canterbury ,,Canterbury,,,,August 17  1950  Christchurch  Canterbury (aged 83 years) ,
Michael David Bates,October 11  1983  Auckland ,34 years 179 days,New Zealand ,Bowler,Right-hand bat,Left-arm medium-fast,,
Suzannah Wilson Bates,September 16  1987  Dunedin  Otago ,30 years 204 days,New Zealand Women ,,Right-hand bat,Right-arm medium,,
T Battersby,date unknown ,,Southland,,,,,
Shane M Battock,date unknown ,,Wellington,,,,,
Shane Michael Battock,August 27  1972  Upper Hutt  Wellington ,45 years 224 days,Wellington,,Right-hand bat,Right-arm medium,,
Kathleen Elaine Batty,1921 ,97 years,Auckland Women ,,,,,
J Batuwangala,date unknown ,,New Zealand,,,,Umpire,
Michael Ibrahim Baumgart,date unknown ,,Central Districts,,,,,
James Frederick Baxendale,December 13  1985 ,32 years 116 days,Canterbury,,,,,
Gary Arthur Vincent Baxter,March 5  1952  Christchurch ,66 years 34 days,,,,,Umpire,
Kate Elizabeth Baxter,November 7  1992  New Plymouth ,25 years 152 days,Central Districts Women,,Right-hand bat,Right-arm medium,,
Bryan John Bayley,April 17  1933  Greymouth  West Coast ,,Canterbury ,,Right-hand bat,Right-arm slow-medium,June 19  2012  Hamilton (aged 79 years 63 days) ,
Loretta Irene Bayliss,1939 ,79 years,New Zealand Women,,,,,
Alfred Bayly,May 20  1866  Waitara  Taranaki ,,Taranaki,,,,Brother - ,
Frank Bayly,1870  New Plymouth  Taranaki ,,Taranaki,,,(unknown arm) fast,Brother - ,
George Thomas Bayly,March 17  1856  New Plymouth  Taranaki ,,Taranaki,,,(unknown arm) medium,Brother - ,
Harry Bayly,1862  New Plymouth  Taranaki ,,Taranaki,,,,Brother - ,
Carl Ernest Beal,July 12  1887  Launceston  Tasmania  Australia ,,Canterbury ,,,,Brother - ,
William Matthew Beal,March 17  1877  Launceston  Tasmania  Australia ,,Otago,,,,Brother - ,
Arthur Merritt Beale,January 9  1858 ,,Hawke's Bay,,,,October 11  1932  Waipiro Bay  East Coast (aged 74 years 276 days) ,
Derek Andrew Beard,September 10  1961  Te Aroha  Waikato ,56 years 210 days,Northern Districts,,Right-hand bat,Right-arm medium,Father - ,
Donald Derek Beard,January 14  1920  Palmerston North  Manawatu ,,New Zealand ,,Right-hand bat,Right-arm medium,Son - ,
Nicholas Brendan Beard,September 16  1989  Dunedin  Otago ,28 years 204 days,New Zealand Under-19s ,,Left-hand bat,Slow left-arm orthodox,,
T Beard,date unknown ,,Wellington,,,,Wicketkeeper,
W Beard,date unknown ,,Auckland ,,,,,
Simon Peter Beare,July 2  1979  Hamilton  Waikato ,38 years 280 days,Otago,,Right-hand bat,Right-arm medium,Wicketkeeper,
Hannah Joy Beatson,December 26  1990  Christchurch  Canterbury ,27 years 103 days,Northern Districts Women,,Right-hand bat,Right-arm medium,,
Terence George Beatson,October 3  1947  Motueka  Tasman ,70 years 187 days,Northern Districts,,Left-hand bat,Legbreak,,
Mark Albert Beban,February 3  1940  Greymouth  West Coast ,,Wellington,,Right-hand bat,Right-arm offbreak,April 4  2005  Wellington (aged 65 years 60 days) ,
Clement Henry Beck,September 28  1863  Dunedin  Otago ,,Otago,,,,Wicketkeeper,
John Edward Francis Beck,August 1  1934  Wellington ,,New Zealand ,,Left-hand bat,Slow left-arm orthodox,April 24  2000  Waikanae  Wellington (aged 65 years 267 days) ,
Hannah Moana Bedford,August 22  1987  New Plymouth  Taranaki ,30 years 229 days,Wellington Women,,Right-hand bat,Right-arm medium,,
Amy Therese Beeby,October 19  1994  Timaru ,23 years 171 days,Otago Under-21s Women,,Left-hand bat,Left-arm medium,,
Victor Spearman Beeby,September 30  1891  Dunedin  Otago ,,Otago,,,,February 7  1944  Wellington (aged 52 years 130 days) ,
Ernest Mansfield Beechey,June 15  1886  Masterton  Wellington ,,Wellington,,,,December 23  1972  Papakura  Auckland (aged 86 years 191 days) ,
Benjamin John Calzadilla Beecroft,December 22  1998  Auckland ,19 years 107 days,New Zealand XI,,Right-hand bat,Legbreak googly,,
Gary Douglas Beer,October 10  1941  Christchurch  Canterbury ,76 years 180 days,Central Districts ,,Right-hand bat,Right-arm medium,,
Neil Colquhoun Begg,April 13  1915  Dunedin  Otago ,,Otago,,Right-hand bat,Right-arm medium,June 25  1995  Dunedin  Otago (aged 80 years 73 days) ,
John David Behrent,July 5  1938  Auckland ,79 years 277 days,Auckland ,,Right-hand bat,Right-arm medium,,
Andrea Bell,date unknown ,,Otago Women,,,,,
Arthur George Bell,1869 ,,Otago,,,,June 20  1946  King's Cross  Sydney  New South Wales  Australia (aged 77 years) ,
F Bell,date unknown ,,Hawke's Bay,,,,,
Francis Henry Dillon Bell,March 31  1851  Nelson  Nelson ,,Wellington,,,,Auckland Grammar School; Otago BoyMatthew David Bell,February 25  1977  Dunedin  Otago ,41 years 42 days,New Zealand ,,Right-hand bat,Right-arm offbreak,,
Reginald Clive Bell,December 11  1894  Burnie  Tasmania  Australia ,,Otago,,,,November 19  1960  Taieri Mouth  Otago (aged 65 years 344 days) ,
William Bell,September 5  1931  Dunedin  Otago ,,New Zealand ,,Right-hand bat,Legbreak,July 23  2002  Auckland (aged 70 years 321 days) ,
Francis William James Bellamy,December 31  1909  Spreydon  Christchurch  Canterbury ,,Canterbury ,,Left-hand bat,Slow left-arm chinaman,June 19  1969  Invercargill  Southland (aged 59 years 170 days) ,
G R Bellars,date unknown  Surrey  England ,,Auckland,,,,Wicketkeeper,
Selwyn Eric Belsham,September 26  1930  Auckland ,87 years 194 days,Auckland,,Right-hand bat,,Wicketkeeper,
Charles A Benbow,date unknown ,,Wellington,,,,,
A Bennett,date unknown ,,Wellington,,,,December 1918 ,
Andrew Percy Bennett,July 30  1866  Fulbourn  Cambridgeshire  England ,,Nelson,,,(unknown arm) fast,November 3  1943 (aged 77 years 96 days) ,
Dion Rodger Turoa Bennett,August 1  1974  Thames  Waikato ,43 years 250 days,Northern Districts,,Right-hand bat,Right-arm medium,,
Hamish Kyle Bennett,February 22  1987  Timaru ,31 years 45 days,New Zealand ,Bowler,Left-hand bat,Right-arm medium-fast,,
Joseph Henry Bennett,1836 ,,Canterbury,,,,1879 (aged 43 years) ,
Joseph Henry Bennett,February 28  1881  Christchurch  Canterbury ,,Canterbury,,Right-hand bat,Right-arm medium,August 29  1947  Christchurch  Canterbury (aged 66 years 182 days) ,
Jessica Louise Bennett,February 1  1992  Perth  Western Australia ,26 years 66 days,Central Districts Women,,Right-hand bat,Right-arm medium,,
Neville Bennett,July 1  1928  Christchurch  Canterbury ,89 years 281 days,Canterbury,,Right-hand bat,Left-arm medium,,
Richard David Bennett,date unknown ,,Auckland,,,Left-arm fast-medium,,
W C Bennett,date unknown ,,Hawke's Bay,,,,Wicketkeeper,
W Bent,date unknown ,,Canterbury,,,,,
Jeremy TA Benton,June 14  1995  Canterbury ,22 years 298 days,New Zealand Under-19s,,Right-hand bat,Slow left-arm orthodox,,
Carl August Berendsen,August 16  1890  Sydney  New South Wales  Australia ,,Wellington,,,,Wicketkeeper,
J Beresford,date unknown ,,Taranaki,,,(unknown arm) medium,,
Erin Margaret Bermingham,April 18  1988  Greymouth ,29 years 355 days,Canterbury Women ,,Right-hand bat,Legbreak,,
Ernest Henry Lovell Bernau,April 6  1896  Napier  Hawke's Bay ,,Hawke's Bay ,,Left-hand bat,Left-arm medium,January 7  1966  Wanganui (aged 69 years 276 days) ,
Arthur Ernest Berry,September 18  1928  Dunedin  Otago ,89 years 202 days,Otago,,Right-hand bat,Right-arm medium,,
Keir G Bettley,August 17  1984 ,33 years 234 days,Northern Districts ,,Right-hand bat,Legbreak,,
Betts,date unknown ,,Wellington,,Left-hand bat,,,
John Alick Betts,April 3  1886  Wrentham  Suffolk  England ,,Hawke's Bay,,Right-hand bat,,Wicketkeeper,
Donald Beuth,June 6  1941  Gisborne ,76 years 306 days,Central Districts,,Right-hand bat,Right-arm medium-fast,Brother - ,
John Anthony Beuth,June 27  1945  Gisborne ,72 years 285 days,Northern Districts,,Right-hand bat,Right-arm medium-fast,Brother - ,
P Bevan,date unknown ,,,,,,Umpire,
Barbara Lynette Bevege,November 25  1942 ,,New Zealand Women ,,Right-hand bat,Right-arm medium,April 29  1999 (aged 56 years 155 days) ,
Percy Beveridge,1875  Glebe  New South Wales  Australia ,,Auckland,,,,July 31  1947  Auckland (aged 72 years) ,
Fred Beyeler,November 5  1965  Wellington ,52 years 154 days,Wellington,,Right-hand bat,Right-arm fast-medium,,
Ernest Frederick Bezzant,1917 ,,Wellington,,,,October 1  2002  Brisbane  Queensland  Australia (aged 85 years) ,
Bharat Popli,May 30  1990  New Delhi  India ,27 years 313 days,Northern Districts ,,Right-hand bat,,,
SM Bhaskar,date unknown ,,Otago Women,,,,,
Jakob Jarrod Naran Patel Bhula,December 12  1999  Wellington ,18 years 117 days,New Zealand Under-19s,Batsman,Right-hand bat,Right-arm offbreak,,
Bhupinder Singh,October 31  1986  Kurputala  Punjab  India ,31 years 159 days,Auckland,,Right-hand bat,Right-arm offbreak,,
Jussara Marie Bierman,January 26  1985  Auckland ,33 years 72 days,Auckland Women,,Right-hand bat,Right-arm offbreak,,
Alfred Bigg-Wither,1866  Nelson ,,Nelson,,,,Brother - ,
James Bigg-Wither,1867  Nelson ,,Nelson,,,,Brother - ,
Grahame Paul Bilby,May 7  1941  Wellington ,76 years 336 days,New Zealand ,,Right-hand bat,,,
Mark Robert Billcliff,April 21  1977  Dunedin  Otago ,40 years 352 days,Otago,,Right-hand bat,Right-arm fast-medium,Brother - ,
DHV Bindon,date unknown ,,,,,,Umpire,
D Binnie,date unknown ,,Wellington,,,,,
A Birch,date unknown ,,Wellington,,,,,
W G Bird,date unknown ,,New Zealand Air Force,,,(unknown arm) slow,,
Bishop,date unknown ,,Wellington,,,,,
Harold Albert Bishop,1884 ,,Canterbury ,,,,Brother - ,
Marjorie Claire Bishop,1910 ,108 years,New Zealand Women,,,,,
Robert Ernest Bishop,1892 ,,Hawke's Bay,,Right-hand bat,,Brother - ,
CA Black,date unknown ,,,,,,Umpire,
Emma Jordan Black,August 8  2001  Dunedin  Otago ,16 years 243 days,Otago Under-21s Women ,,Right-hand bat,Right-arm medium,,
James Black,September 18  1873  Dunedin  Otago ,,Otago,,,,May 16  1928  Auckland (aged 54 years 241 days) ,
Peter Michael Blackbourn,April 4  1957  Inglewood  Taranaki ,61 years 4 days,Central Districts,,Right-hand bat,,Wicketkeeper,
Esther Elizabeth Blackie,January 29  1916  Dunedin  Otago ,,New Zealand Women ,,Right-hand bat,,Wicketkeeper,
Phyllis Blackler,1920 ,,Canterbury Women ,,Right-hand bat,Legbreak,1975  Christchurch  Canterbury (aged 55 years) ,
Arthur Blacklock,1868 ,,Wellington,,,,Brother - ,
Carne Pearson Blacklock,January 30  1884 ,,Wellington,,Right-hand bat,,Father - ,
James Pearson Blacklock,February 17  1883  Wellington ,,Wellington,,Right-hand bat,,Father - ,
James William Blacklock,1855  Melbourne  Victoria  Australia ,,Wellington,,,,Brother - ,
Robert Valder Blacklock,April 1  1865  Melbourne  Victoria  Australia ,,Wellington,,Right-hand bat,,Brother - ,
Ian Alfred Blackmore,October 13  1941  Nelson  Nelson ,76 years 177 days,New Zealand Under-23s,,Right-hand bat,,Wicketkeeper,
John Harold Blackmore,January 1  1948  Hastings  Hawke's Bay ,70 years 97 days,Northern Districts,,Right-hand bat,Right-arm medium,Son - ,
Michael Raymond Blackmore,February 7  1975  Kaitaia  Northland ,43 years 60 days,New Zealand Under-19s,,Right-hand bat,Right-arm slow-medium,Father - ,
Selwyn John Blackmore,September 7  1972  Whangarei  Northland ,45 years 213 days,Wellington,,Right-hand bat,Right-arm medium,Father - ,
Tony Elston Blain,February 17  1962  Nelson  Nelson ,56 years 50 days,New Zealand ,,Right-hand bat,Legbreak,Coach  Commentator,
Bruce Robert Blair,December 27  1957  Dunedin  Otago ,60 years 102 days,New Zealand ,,Left-hand bat,Right-arm medium,Great-uncle - ,
James Robert Blair,November 9  1900  Tasmania  Australia ,,Otago,,Right-hand bat,Right-arm offbreak,Nephew - ,
R Blair,date unknown ,,Auckland,,,,Wicketkeeper,
Roy Alexander James Blair,June 13  1921  Dunedin  Otago ,,Otago,,Left-hand bat,Right-arm offbreak,Uncle - ,
Robert William Blair,June 23  1932  Petone  Lower Hutt  Wellington ,85 years 289 days,New Zealand ,,Right-hand bat,Right-arm fast-medium,,
William Alexander Blair,August 14  1896  Auckland ,,Minor Associations,,Left-hand bat,Left-arm slow,March 29  1978  Gisborne  Poverty Bay (aged 81 years 227 days) ,
Wayne Leslie Blair,May 11  1948  Dunedin  Otago ,69 years 332 days,Otago,,Left-hand bat,Legbreak,Great-uncle - ,
David Charles Blake,April 23  1971  Auckland ,46 years 350 days,Central Districts ,,Right-hand bat,Left-arm medium,,
Trevor William Blake,March 13  1937  Whangarei  Northland ,,Northern Districts,,Right-hand bat,,August 23  2004  Whangarei  Northland (aged 67 years 163 days) ,
Caitlin Grace Blakely,January 7  1996  Dunedin  Otago ,22 years 91 days,Otago Under-21s Women ,,Right-hand bat,Right-arm medium,Father - ,
Douglas James Blakely,February 1  1922  Naseby  Otago ,,Otago,,Right-hand bat,,Brother - ,
Geoffrey Allan Wilfred Blakely,October 30  1959  Ranfurly  Otago ,58 years 160 days,Otago,,Left-hand bat,,Daughter - ,
John Wilson Blakely,May 23  1914  Naseby  Otago ,,Otago,,Left-hand bat,Slow left-arm orthodox,Brother - ,
Samuel Geoffrey Blakely,June 16  1993  Dunedin  Otago ,24 years 296 days,Otago ,,Right-hand bat,Right-arm fast-medium,,
